"iso3c";"ano";"pop_milhoes"
"NLD";2020;17,4415
"NLD";2021;17,533044
"NLD";2022;17,700982
"NOR";2010;4,889252
"NOR";2011;4,953088
"NOR";2012;5,018573
"NOR";2013;5,079623
"NOR";2014;5,137232
"NOR";2015;5,188607
"NOR";2016;5,234519
"NOR";2017;5,276968
"NOR";2018;5,311916
"NOR";2019;5,347896
"NOR";2020;5,379475
"NOR";2021;5,40832
"NOR";2022;5,457127
"NPL";2010;27,161567
"NPL";2011;27,266399
"NPL";2012;27,330694
"NPL";2013;27,381555
"NPL";2014;27,462106
"NPL";2015;27,610325
"NPL";2016;27,861186
"NPL";2017;28,183426
"NPL";2018;28,506712
"NPL";2019;28,832496
"NPL";2020;29,348627
"NPL";2021;30,034989
"NPL";2022;30,54758
"NRU";2010;0,010241
"NRU";2011;0,010283
"NRU";2012;0,010444
"NRU";2013;0,010694
"NRU";2014;0,01094
"NRU";2015;0,011185
"NRU";2016;0,011437
"NRU";2017;0,011682
"NRU";2018;0,011924
"NRU";2019;0,012132
"NRU";2020;0,012315
"NRU";2021;0,012511
"NRU";2022;0,012668
"NZL";2010;4,3507
"NZL";2011;4,384
"NZL";2012;4,4081
"NZL";2013;4,4421
"NZL";2014;4,5165
"NZL";2015;4,6094
"NZL";2016;4,7141
"NZL";2017;4,8136
"NZL";2018;4,9006
"NZL";2019;4,9792
"NZL";2020;5,0902
"NZL";2021;5,1114
"NZL";2022;5,1241
"OMN";2010;2,881914
"OMN";2011;3,20687
"OMN";2012;3,535579
"OMN";2013;3,81668
"OMN";2014;4,009267
"OMN";2015;4,191776
"OMN";2016;4,39807
"OMN";2017;4,541854
"OMN";2018;4,601157
"OMN";2019;4,602768
"OMN";2020;4,543399
"OMN";2021;4,520471
"OMN";2022;4,576298
"PAK";2010;194,454498
"PAK";2011;198,602738
"PAK";2012;202,205861
"PAK";2013;205,337562
"PAK";2014;208,251628
"PAK";2015;210,969298
"PAK";2016;213,52484
"PAK";2017;216,379655
"PAK";2018;219,731479
"PAK";2019;223,29328
"PAK";2020;227,196741
"PAK";2021;231,402117
"PAK";2022;235,824862
"PAN";2010;3,623617
"PAN";2011;3,688674
"PAN";2012;3,754862
"PAN";2013;3,821556
"PAN";2014;3,888793
"PAN";2015;3,957099
"PAN";2016;4,026336
"PAN";2017;4,096063
"PAN";2018;4,165255
"PAN";2019;4,232532
"PAN";2020;4,294396
"PAN";2021;4,351267
"PAN";2022;4,408581
"PER";2010;29,229572
"PER";2011;29,477721
"PER";2012;29,749589
"PER";2013;30,038809
"PER";2014;30,353951
"PER";2015;30,711863
"PER";2016;31,132779
"PER";2017;31,605486
"PER";2018;32,203944
"PER";2019;32,824861
"PER";2020;33,304756
"PER";2021;33,715471
"PER";2022;34,049588
"PHL";2010;94,6367
"PHL";2011;96,337913
"PHL";2012;98,032317
"PHL";2013;99,700107
"PHL";2014;101,325201
"PHL";2015;103,031365
"PHL";2016;104,875266
"PHL";2017;106,738501
"PHL";2018;108,568836
"PHL";2019;110,380804
"PHL";2020;112,190977
"PHL";2021;113,880328
"PHL";2022;115,559009
"PLW";2010;0,01854
"PLW";2011;0,01824
"PLW";2012;0,017946
"PLW";2013;0,017805
"PLW";2014;0,017796
"PLW";2015;0,017794
"PLW";2016;0,017816
"PLW";2017;0,017837
"PLW";2018;0,017864
"PLW";2019;0,017916
"PLW";2020;0,017972
"PLW";2021;0,018024
"PLW";2022;0,018055
"PNG";2010;7,583269
"PNG";2011;7,806637
"PNG";2012;8,026545
"PNG";2013;8,245627
"PNG";2014;8,464153
"PNG";2015;8,682174
"PNG";2016;8,899169
"PNG";2017;9,114796
"PNG";2018;9,329227
"PNG";2019;9,542486
"PNG";2020;9,74964
"PNG";2021;9,949437
"PNG";2022;10,142619
"POL";2010;38,042794
"POL";2011;38,063255
"POL";2012;38,063164
"POL";2013;38,040196
"POL";2014;38,011735
"POL";2015;37,986412
"POL";2016;37,970087
"POL";2017;37,974826
"POL";2018;37,97475
"POL";2019;37,965475
"POL";2020;37,89907
"POL";2021;37,747124
"POL";2022;36,821749
"PRI";2010;3,721525
"PRI";2011;3,678732
"PRI";2012;3,634488
"PRI";2013;3,593077
"PRI";2014;3,534874
"PRI";2015;3,473232
"PRI";2016;3,406672
"PRI";2017;3,325286
"PRI";2018;3,193354
"PRI";2019;3,193694
"PRI";2020;3,281557
"PRI";2021;3,262693
"PRI";2022;3,221789
"PRK";2010;24,686435
"PRK";2011;24,783789
"PRK";2012;24,88777
"PRK";2013;25,001819
"PRK";2014;25,126131
"PRK";2015;25,258015
"PRK";2016;25,389611
"PRK";2017;25,516321
"PRK";2018;25,638149
"PRK";2019;25,755441
"PRK";2020;25,867467
"PRK";2021;25,971909
"PRK";2022;26,069416
"PRT";2010;10,5731
"PRT";2011;10,55756
"PRT";2012;10,514844
"PRT";2013;10,457295
"PRT";2014;10,401062
"PRT";2015;10,358076
"PRT";2016;10,325452
"PRT";2017;10,3003
"PRT";2018;10,283822
"PRT";2019;10,286263
"PRT";2020;10,297081
"PRT";2021;10,361831
"PRT";2022;10,409704
"PRY";2010;5,768613
"PRY";2011;5,843939
"PRY";2012;5,923322
"PRY";2013;6,005652
"PRY";2014;6,090721
"PRY";2015;6,17795
"PRY";2016;6,266615
"PRY";2017;6,355404
"PRY";2018;6,443328
"PRY";2019;6,530026
"PRY";2020;6,618695
"PRY";2021;6,703799
"PRY";2022;6,780744
"PSE";2010;3,786161
"PSE";2011;3,882986
"PSE";2012;3,979998
"PSE";2013;4,076708
"PSE";2014;4,173398
"PSE";2015;4,270092
"PSE";2016;4,367088
"PSE";2017;4,454805
"PSE";2018;4,569087
"PSE";2019;4,685306
"PSE";2020;4,803269
"PSE";2021;4,922749
"PSE";2022;5,043612
"PYF";2010;0,283788
"PYF";2011;0,285265
"PYF";2012;0,286584
"PYF";2013;0,288032
"PYF";2014;0,289873
"PYF";2015;0,291787
"PYF";2016;0,293541
"PYF";2017;0,29545
"PYF";2018;0,297606
"PYF";2019;0,299717
"PYF";2020;0,30192
"PYF";2021;0,304032
"PYF";2022;0,306279
"QAT";2010;1,713504
"QAT";2011;1,804171
"QAT";2012;1,90566
"QAT";2013;2,035501
"QAT";2014;2,214465
"QAT";2015;2,414573
"QAT";2016;2,595166
"QAT";2017;2,711755
"QAT";2018;2,766732
"QAT";2019;2,807235
"QAT";2020;2,760385
"QAT";2021;2,688235
"QAT";2022;2,695122
"ROU";2010;20,246871
"ROU";2011;20,147528
"ROU";2012;20,058035
"ROU";2013;19,983693
"ROU";2014;19,908979
"ROU";2015;19,815616
"ROU";2016;19,702267
"ROU";2017;19,588715
"ROU";2018;19,47397
"ROU";2019;19,371648
"ROU";2020;19,26525
"ROU";2021;19,122059
"ROU";2022;19,047009
"RUS";2010;142,849468
"RUS";2011;142,960908
"RUS";2012;143,201721
"RUS";2013;143,506995
"RUS";2014;143,819667
"RUS";2015;144,09687
"RUS";2016;144,342397
"RUS";2017;144,496739
"RUS";2018;144,477859
"RUS";2019;144,406261
"RUS";2020;144,073139
"RUS";2021;144,130482
"RUS";2022;144,236933
"RWA";2010;10,309031
"RWA";2011;10,576932
"RWA";2012;10,840334
"RWA";2013;11,10135
"RWA";2014;11,368451
"RWA";2015;11,642959
"RWA";2016;11,930899
"RWA";2017;12,230339
"RWA";2018;12,531808
"RWA";2019;12,835028
"RWA";2020;13,146362
"RWA";2021;13,461888
"RWA";2022;13,776698
"SAU";2010;29,411929
"SAU";2011;30,150945
"SAU";2012;30,821543
"SAU";2013;31,482498
"SAU";2014;32,125564
"SAU";2015;32,749848
"SAU";2016;33,41627
"SAU";2017;34,193122
"SAU";2018;35,018133
"SAU";2019;35,827362
"SAU";2020;35,997107
"SAU";2021;35,950396
"SAU";2022;36,40882
"SDN";2010;33,739933
"SDN";2011;34,419624
"SDN";2012;35,159792
"SDN";2013;35,990704
"SDN";2014;37,003245
"SDN";2015;38,171178
"SDN";2016;39,377169
"SDN";2017;40,679828
"SDN";2018;41,999059
"SDN";2019;43,232093
"SDN";2020;44,440486
"SDN";2021;45,657202
"SDN";2022;46,874204
"SEN";2010;12,530121
"SEN";2011;12,87588
"SEN";2012;13,231833
"SEN";2013;13,595566
"SEN";2014;13,970308
"SEN";2015;14,356181
"SEN";2016;14,751356
"SEN";2017;15,157793
"SEN";2018;15,574909
"SEN";2019;16,000781
"SEN";2020;16,43612
"SEN";2021;16,87672
"SEN";2022;17,316449
"SGP";2010;5,076732
"SGP";2011;5,183688
"SGP";2012;5,312437
"SGP";2013;5,399162
"SGP";2014;5,469724
"SGP";2015;5,535002
"SGP";2016;5,607283
"SGP";2017;5,612253
"SGP";2018;5,638676
"SGP";2019;5,703569
"SGP";2020;5,685807
"SGP";2021;5,453566
"SGP";2022;5,637022
"SLB";2010;0,540394
"SLB";2011;0,553721
"SLB";2012;0,567763
"SLB";2013;0,582365
"SLB";2014;0,597375
"SLB";2015;0,61266
"SLB";2016;0,628102
"SLB";2017;0,643634
"SLB";2018;0,659249
"SLB";2019;0,674993
"SLB";2020;0,691191
"SLB";2021;0,707851
"SLB";2022;0,724273
"SLE";2010;6,436698
"SLE";2011;6,612385
"SLE";2012;6,788587
"SLE";2013;6,964859
"SLE";2014;7,140688
"SLE";2015;7,314773
"SLE";2016;7,493913
"SLE";2017;7,677565
"SLE";2018;7,861281
"SLE";2019;8,046828
"SLE";2020;8,23397
"SLE";2021;8,420641
"SLE";2022;8,605718
"SLV";2010;6,114034
"SLV";2011;6,137349
"SLV";2012;6,161289
"SLV";2013;6,185642
"SLV";2014;6,209526
"SLV";2015;6,231066
"SLV";2016;6,25051
"SLV";2017;6,266654
"SLV";2018;6,276342
"SLV";2019;6,280217
"SLV";2020;6,292731
"SLV";2021;6,314167
"SLV";2022;6,336392
"SMR";2010;0,031608
"SMR";2011;0,032495
"SMR";2012;0,033132
"SMR";2013;0,033285
"SMR";2014;0,033389
"SMR";2015;0,03357
"SMR";2016;0,033834
"SMR";2017;0,034056
"SMR";2018;0,034156
"SMR";2019;0,034178
"SMR";2020;0,034007
"SMR";2021;0,033745
"SMR";2022;0,03366
"SOM";2010;12,026649
"SOM";2011;12,216837
"SOM";2012;12,440326
"SOM";2013;12,852485
"SOM";2014;13,309235
"SOM";2015;13,763906
"SOM";2016;14,292847
"SOM";2017;14,864221
"SOM";2018;15,411094
"SOM";2019;15,9813
"SOM";2020;16,537016
"SOM";2021;17,065581
"SOM";2022;17,597511
"SRB";2010;7,291436
"SRB";2011;7,234099
"SRB";2012;7,199077
"SRB";2013;7,164132
"SRB";2014;7,130576
"SRB";2015;7,095383
"SRB";2016;7,058322
"SRB";2017;7,020858
"SRB";2018;6,982604
"SRB";2019;6,945235
"SRB";2020;6,899126
"SRB";2021;6,834326
"SRB";2022;6,664449
"SSD";2010;9,714419
"SSD";2011;10,24305
"SSD";2012;10,701604
"SSD";2013;11,106031
"SSD";2014;11,213284
"SSD";2015;11,194299
"SSD";2016;11,066105
"SSD";2017;10,658226
"SSD";2018;10,395329
"SSD";2019;10,447666
"SSD";2020;10,606227
"SSD";2021;10,748272
"SSD";2022;10,913164
"STP";2010;0,182138
"STP";2011;0,186044
"STP";2012;0,189924
"STP";2013;0,193757
"STP";2014;0,197497
"STP";2015;0,201124
"STP";2016;0,204632
"STP";2017;0,208036
"STP";2018;0,211344
"STP";2019;0,214599
"STP";2020;0,218641
"STP";2021;0,223107
"STP";2022;0,22738
"SUR";2010;0,54608
"SUR";2011;0,552146
"SUR";2012;0,558111
"SUR";2013;0,563947
"SUR";2014;0,569682
"SUR";2015;0,575475
"SUR";2016;0,581453
"SUR";2017;0,587559
"SUR";2018;0,593715
"SUR";2019;0,600301
"SUR";2020;0,607065
"SUR";2021;0,612985
"SUR";2022;0,61804
"SVK";2010;5,391428
"SVK";2011;5,398384
"SVK";2012;5,407579
"SVK";2013;5,413393
"SVK";2014;5,418649
"SVK";2015;5,423801
"SVK";2016;5,430798
"SVK";2017;5,439232
"SVK";2018;5,446771
"SVK";2019;5,454147
"SVK";2020;5,458827
"SVK";2021;5,447247
"SVK";2022;5,431752
"SVN";2010;2,048583
"SVN";2011;2,052843
"SVN";2012;2,057159
"SVN";2013;2,059953
"SVN";2014;2,06198
"SVN";2015;2,063531
"SVN";2016;2,065042
"SVN";2017;2,066388
"SVN";2018;2,073894
"SVN";2019;2,088385
"SVN";2020;2,102419
"SVN";2021;2,108079
"SVN";2022;2,111986
"SWE";2010;9,378126
"SWE";2011;9,449213
"SWE";2012;9,519374
"SWE";2013;9,600379
"SWE";2014;9,69611
"SWE";2015;9,799186
"SWE";2016;9,923085
"SWE";2017;10,057698
"SWE";2018;10,175214
"SWE";2019;10,278887
"SWE";2020;10,353442
"SWE";2021;10,415811
"SWE";2022;10,486941
"SWZ";2010;1,09992
"SWZ";2011;1,105371
"SWZ";2012;1,111444
"SWZ";2013;1,118319
"SWZ";2014;1,125865
"SWZ";2015;1,133936
"SWZ";2016;1,142524
"SWZ";2017;1,15139
"SWZ";2018;1,160428
"SWZ";2019;1,169613
"SWZ";2020;1,180655
"SWZ";2021;1,192271
"SWZ";2022;1,20167
"SXM";2010;0,034056
"SXM";2011;0,033435
"SXM";2012;0,03464
"SXM";2013;0,036607
"SXM";2014;0,037685
"SXM";2015;0,038825
"SXM";2016;0,039969
"SXM";2017;0,040574
"SXM";2018;0,040895
"SXM";2019;0,041608
"SXM";2020;0,04231
"SXM";2021;0,042668
"SXM";2022;0,042848
"SYC";2010;0,08977
"SYC";2011;0,087441
"SYC";2012;0,088303
"SYC";2013;0,089949
"SYC";2014;0,091359
"SYC";2015;0,093419
"SYC";2016;0,094677
"SYC";2017;0,095843
"SYC";2018;0,096762
"SYC";2019;0,097625
"SYC";2020;0,098462
"SYC";2021;0,099258
"SYC";2022;0,119878
"SYR";2010;22,337563
"SYR";2011;22,730733
"SYR";2012;22,605577
"SYR";2013;21,495821
"SYR";2014;20,072232
"SYR";2015;19,205178
"SYR";2016;18,964252
"SYR";2017;18,983373
"SYR";2018;19,333463
"SYR";2019;20,098251
"SYR";2020;20,772595
"SYR";2021;21,324367
"SYR";2022;22,125249
"TCA";2010;0,029726
"TCA";2011;0,030816
"TCA";2012;0,032081
"TCA";2013;0,033594
"TCA";2014;0,034985
"TCA";2015;0,036538
"TCA";2016;0,038246
"TCA";2017;0,039844
"TCA";2018;0,041487
"TCA";2019;0,04308
"TCA";2020;0,044276
"TCA";2021;0,045114
"TCA";2022;0,045703
"TCD";2010;11,894727
"TCD";2011;12,31773
"TCD";2012;12,754906
"TCD";2013;13,216766
"TCD";2014;13,697126
"TCD";2015;14,140274
"TCD";2016;14,592585
"TCD";2017;15,085884
"TCD";2018;15,60421
"TCD";2019;16,126866
"TCD";2020;16,644701
"TCD";2021;17,17974
"TCD";2022;17,723315
"TGO";2010;6,571855
"TGO";2011;6,748672
"TGO";2012;6,926635
"TGO";2013;7,106229
"TGO";2014;7,288383
"TGO";2015;7,473229
"TGO";2016;7,661354
"TGO";2017;7,852795
"TGO";2018;8,046679
"TGO";2019;8,243094
"TGO";2020;8,44258
"TGO";2021;8,644829
"TGO";2022;8,848699
"THA";2010;68,270489
"THA";2011;68,712846
"THA";2012;69,157023
"THA";2013;69,578602
"THA";2014;69,960943
"THA";2015;70,294397
"THA";2016;70,607037
"THA";2017;70,898202
"THA";2018;71,127802
"THA";2019;71,307763
"THA";2020;71,475664
"THA";2021;71,601103
"THA";2022;71,69703
"TJK";2010;7,621779
"TJK";2011;7,784819
"TJK";2012;7,956382
"TJK";2013;8,13661
"TJK";2014;8,326348
"TJK";2015;8,524063
"TJK";2016;8,725318
"TJK";2017;8,925525
"TJK";2018;9,128132
"TJK";2019;9,337003
"TJK";2020;9,543207
"TJK";2021;9,750064
"TJK";2022;9,952787
"TKM";2010;5,26797
"TKM";2011;5,360811
"TKM";2012;5,458682
"TKM";2013;5,560095
"TKM";2014;5,663152
"TKM";2015;5,766431
"TKM";2016;5,868561
"TKM";2017;5,968383
"TKM";2018;6,065066
"TKM";2019;6,15842
"TKM";2020;6,250438
"TKM";2021;6,341855
"TKM";2022;6,43077
"TLS";2010;1,088486
"TLS";2011;1,112976
"TLS";2012;1,137676
"TLS";2013;1,161555
"TLS";2014;1,18483
"TLS";2015;1,205813
"TLS";2016;1,224562
"TLS";2017;1,243235
"TLS";2018;1,261845
"TLS";2019;1,280438
"TLS";2020;1,299995
"TLS";2021;1,320942
"TLS";2022;1,341296
"TON";2010;0,107383
"TON";2011;0,107611
"TON";2012;0,107502
"TON";2013;0,107089
"TON";2014;0,106626
"TON";2015;0,106122
"TON";2016;0,105707
"TON";2017;0,105415
"TON";2018;0,10515
"TON";2019;0,104951
"TON";2020;0,105254
"TON";2021;0,106017
"TON";2022;0,106858
"TTO";2010;1,410296
"TTO";2011;1,42002
"TTO";2012;1,430377
"TTO";2013;1,440729
"TTO";2014;1,450661
"TTO";2015;1,460177
"TTO";2016;1,46933
"TTO";2017;1,478607
"TTO";2018;1,504709
"TTO";2019;1,519955
"TTO";2020;1,518147
"TTO";2021;1,525663
"TTO";2022;1,531044
"TUN";2010;10,895063
"TUN";2011;11,032528
"TUN";2012;11,174383
"TUN";2013;11,300284
"TUN";2014;11,428948
"TUN";2015;11,557779
"TUN";2016;11,685667
"TUN";2017;11,811443
"TUN";2018;11,933041
"TUN";2019;12,049314
"TUN";2020;12,161723
"TUN";2021;12,262946
"TUN";2022;12,356117
"TUR";2010;73,14215
"TUR";2011;74,223629
"TUR";2012;75,175827
"TUR";2013;76,147624
"TUR";2014;77,181884
"TUR";2015;78,218479
"TUR";2016;79,277962
"TUR";2017;80,312698
"TUR";2018;81,407204
"TUR";2019;82,57944
"TUR";2020;83,38468
"TUR";2021;84,147318
"TUR";2022;84,979913
"TUV";2010;0,01055
"TUV";2011;0,0107
"TUV";2012;0,010854
"TUV";2013;0,010918
"TUV";2014;0,010899
"TUV";2015;0,010877
"TUV";2016;0,010852
"TUV";2017;0,010828
"TUV";2018;0,010865
"TUV";2019;0,010956
"TUV";2020;0,011069
"TUV";2021;0,011204
"TUV";2022;0,011312
"TZA";2010;45,110527
"TZA";2011;46,416031
"TZA";2012;47,786137
"TZA";2013;49,253643
"TZA";2014;50,814552
"TZA";2015;52,542823
"TZA";2016;54,401802
"TZA";2017;56,267032
"TZA";2018;58,090443
"TZA";2019;59,872579
"TZA";2020;61,704518
"TZA";2021;63,588334
"TZA";2022;65,497748
"UGA";2010;32,341728
"UGA";2011;33,295738
"UGA";2012;34,273295
"UGA";2013;35,27357
"UGA";2014;36,336539
"UGA";2015;37,477356
"UGA";2016;38,748299
"UGA";2017;40,127085
"UGA";2018;41,515395
"UGA";2019;42,94908
"UGA";2020;44,404611
"UGA";2021;45,853778
"UGA";2022;47,249585
"UKR";2010;45,870741
"UKR";2011;45,706086
"UKR";2012;45,593342
"UKR";2013;45,489648
"UKR";2014;45,272155
"UKR";2015;45,154036
"UKR";2016;45,004673
"UKR";2017;44,831135
"UKR";2018;44,622518
"UKR";2019;44,386203
"UKR";2020;44,132049
"UKR";2021;43,822901
"UKR";2022;38
"URY";2010;3,352651
"URY";2011;3,361637
"URY";2012;3,371133
"URY";2013;3,38118
"URY";2014;3,391662
"URY";2015;3,402818
"URY";2016;3,413766
"URY";2017;3,4222
"URY";2018;3,427042
"URY";2019;3,428409
"URY";2020;3,429086
"URY";2021;3,42626
"URY";2022;3,422794
"USA";2010;309,327143
"USA";2011;311,583481
"USA";2012;313,877662
"USA";2013;316,059947
"USA";2014;318,386329
"USA";2015;320,738994
"USA";2016;323,071755
"USA";2017;325,122128
"USA";2018;326,838199
"USA";2019;328,329953
"USA";2020;331,511512
"USA";2021;332,031554
"USA";2022;333,287557
"UZB";2010;28,5624
"UZB";2011;29,3394
"UZB";2012;29,7745
"UZB";2013;30,2432
"UZB";2014;30,7577
"UZB";2015;31,2989
"UZB";2016;31,8479
"UZB";2017;32,3886
"UZB";2018;32,9561
"UZB";2019;33,58035
"UZB";2020;34,23205
"UZB";2021;34,9151
"UZB";2022;35,6481
"VCT";2010;0,109308
"VCT";2011;0,108703
"VCT";2012;0,108083
"VCT";2013;0,10745
"VCT";2014;0,106912
"VCT";2015;0,106482
"VCT";2016;0,105963
"VCT";2017;0,105549
"VCT";2018;0,105281
"VCT";2019;0,104924
"VCT";2020;0,104632
"VCT";2021;0,104332
"VCT";2022;0,103948
"VEN";2010;28,715022
"VEN";2011;29,096159
"VEN";2012;29,470426
"VEN";2013;29,838021
"VEN";2014;30,193258
"VEN";2015;30,529716
"VEN";2016;30,741464
"VEN";2017;30,563433
"VEN";2018;29,825653
"VEN";2019;28,971683
"VEN";2020;28,490453
"VEN";2021;28,199867
"VEN";2022;28,301696
"VGB";2010;0,027556
"VGB";2011;0,027962
"VGB";2012;0,028421
"VGB";2013;0,028657
"VGB";2014;0,028971
"VGB";2015;0,029366
"VGB";2016;0,029739
"VGB";2017;0,03006
"VGB";2018;0,030335
"VGB";2019;0,03061
"VGB";2020;0,03091
"VGB";2021;0,031122
"VGB";2022;0,031305
"VIR";2010;0,108357
"VIR";2011;0,10829
"VIR";2012;0,108188
"VIR";2013;0,108041
"VIR";2014;0,107882
"VIR";2015;0,107712
"VIR";2016;0,107516
"VIR";2017;0,107281
"VIR";2018;0,107001
"VIR";2019;0,106669
"VIR";2020;0,10629
"VIR";2021;0,10587
"VIR";2022;0,105413
"VNM";2010;87,411012
"VNM";2011;88,349117
"VNM";2012;89,301326
"VNM";2013;90,267739
"VNM";2014;91,235504
"VNM";2015;92,191398
"VNM";2016;93,126529
"VNM";2017;94,033048
"VNM";2018;94,91433
"VNM";2019;95,776716
"VNM";2020;96,648685
"VNM";2021;97,468029
"VNM";2022;98,186856
"VUT";2010;0,245453
"VUT";2011;0,251294
"VUT";2012;0,257313
"VUT";2013;0,263534
"VUT";2014;0,269927
"VUT";2015;0,276438
"VUT";2016;0,283218
"VUT";2017;0,290239
"VUT";2018;0,297298
"VUT";2019;0,304404
"VUT";2020;0,311685
"VUT";2021;0,319137
"VUT";2022;0,32674
"WSM";2010;0,194672
"WSM";2011;0,196351
"WSM";2012;0,198124
"WSM";2013;0,199939
"WSM";2014;0,201757
"WSM";2015;0,203571
"WSM";2016;0,205544
"WSM";2017;0,20763
"WSM";2018;0,209701
"WSM";2019;0,211905
"WSM";2020;0,214929
"WSM";2021;0,218764
"WSM";2022;0,222382
"XKX";2010;1,77568
"XKX";2011;1,791
"XKX";2012;1,807106
"XKX";2013;1,818117
"XKX";2014;1,812771
"XKX";2015;1,788196
"XKX";2016;1,777557
"XKX";2017;1,791003
"XKX";2018;1,797085
"XKX";2019;1,788878
"XKX";2020;1,790133
"XKX";2021;1,786038
"XKX";2022;1,761985
"YEM";2010;24,743946
"YEM";2011;25,47561
"YEM";2012;26,223391
"YEM";2013;26,984002
"YEM";2014;27,753304
"YEM";2015;28,516545
"YEM";2016;29,274002
"YEM";2017;30,034389
"YEM";2018;30,790513
"YEM";2019;31,546691
"YEM";2020;32,284046
"YEM";2021;32,981641
"YEM";2022;33,696614
"ZAF";2010;51,784921
"ZAF";2011;52,443325
"ZAF";2012;53,145033
"ZAF";2013;53,873616
"ZAF";2014;54,729551
"ZAF";2015;55,876504
"ZAF";2016;56,422274
"ZAF";2017;56,641209
"ZAF";2018;57,339635
"ZAF";2019;58,087055
"ZAF";2020;58,801927
"ZAF";2021;59,392255
"ZAF";2022;59,893885
"ZMB";2010;13,792086
"ZMB";2011;14,265814
"ZMB";2012;14,744658
"ZMB";2013;15,234976
"ZMB";2014;15,737793
"ZMB";2015;16,24823
"ZMB";2016;16,767761
"ZMB";2017;17,298054
"ZMB";2018;17,835893
"ZMB";2019;18,380477
"ZMB";2020;18,927715
"ZMB";2021;19,473125
"ZMB";2022;20,017675
"ZWE";2010;12,839771
"ZWE";2011;13,025785
"ZWE";2012;13,265331
"ZWE";2013;13,555422
"ZWE";2014;13,855753
"ZWE";2015;14,154937
"ZWE";2016;14,452704
"ZWE";2017;14,751101
"ZWE";2018;15,052184
"ZWE";2019;15,354608
"ZWE";2020;15,669666
"ZWE";2021;15,993524
"ZWE";2022;16,320537
